X,Y,Z,Name,Organisme,Adresse,Ville,Province,Code_postal,Localisation_de_l_amiante,Source,L__gislation,Cat__gorie,Latitude,Longitude,Code postal,amiante,gislation,gorie
-79.442597,47.331793,0,Centre Frère-Moffet,du Lac-Témiscamingue,9 Rue Notre-Dame-De-Lourdes,Ville-Marie,Québec,J9V 1X7,oui,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"47.331793","-79.442597",J9V 1X7,oui,LSST RSST et CSTC,Établissement scolaire
-71.873192,46.386313,0,École Centrale,des Bois-Francs,378 Route 265,Villeroy,Québec,G0S 3K0,Murs plafond plancher,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.386313","-71.873192",G0S 3K0,Murs plafond plancher,LSST RSST et CSTC,Établissement scolaire
-73.726399,45.603006,0,Les Explorateurs,de Laval,1895 Rue Bédard,Vimont,Québec,H7M 2M8,Murs plafonds Planchers,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.603006","-73.726399",H7M 2M8,Murs plafonds Planchers,LSST RSST et CSTC,Établissement scolaire
-73.726399,45.603006,0,Les Explorateurs Annexe,de Laval,1895 Rue Bédard,Vimont,Québec,H7M 2M8,Murs plafonds Planchers,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.603006","-73.726399",H7M 2M8,Murs plafonds Planchers,LSST RSST et CSTC,Établissement scolaire
-73.726399,45.603006,0,Les Explorateurs Préscolaire,de Laval,1895 Rue Bédard,Vimont,Québec,H7M 2M8,Plafonds Murs,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.603006","-73.726399",H7M 2M8,Plafonds Murs,LSST RSST et CSTC,Établissement scolaire
-73.718773,45.598726,0,Paul-Comtois,de Laval,1710 Rue De Lucerne,Vimont,Québec,H7M 2E9,Murs plafonds Planchers,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.598726","-73.718773",H7M 2E9,Murs plafonds Planchers,LSST RSST et CSTC,Établissement scolaire
-73.734013,45.616292,0,Père-Vimont,de Laval,2255 Boul. Prudentiel,Vimont,Québec,H7K 2C1,Murs plafonds Planchers,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.616292","-73.734013",H7K 2C1,Murs plafonds Planchers,LSST RSST et CSTC,Établissement scolaire
-71.988661,45.944111,0,Saint-Ménard,CSPO,128 Rue Saint-Louis,Warwick,Québec,J0A 1M0,Calorifuge/Planchers/Plafonds/Murs,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.944111","-71.988661",J0A 1M0,Calorifuge/Planchers/Plafonds/Murs,LSST RSST et CSTC,Établissement scolaire
-71.993836,45.940925,0,École Monique-Proulx,des Bois-Francs,11 Rue Sainte-Jeanne-D'Arc,Warwick,Québec,J0A 1M0,Murs plafond plancher tuyauterie structure,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.940925","-71.993836",J0A 1M0,Murs plafond plancher tuyauterie structure,LSST RSST et CSTC,Établissement scolaire
-71.989186,45.943093,0,École Sainte-Marie,des Bois-Francs,148 Rue Saint-Louis,Warwick,Québec,J0A 1M0,Murs plafond plancher tuyauterie,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.943093","-71.989186",J0A 1M0,Murs plafond plancher tuyauterie,LSST RSST et CSTC,Établissement scolaire
-71.989186,45.943093,0,École Sainte-Marie,des Bois-Francs,148 Rue Saint-Louis,Warwick,Québec,J0A 1M0,Murs plafond plancher tuyauterie,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.943093","-71.989186",J0A 1M0,Murs plafond plancher tuyauterie,LSST RSST et CSTC,Établissement scolaire
-71.988661,45.944111,0,École Saint-Médard,des Bois-Francs,128 Rue Saint-Louis,Warwick,Québec,J0A 1M0,Murs plafond plancher,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.944111","-71.988661",J0A 1M0,Murs plafond plancher,LSST RSST et CSTC,Établissement scolaire
-72.513278,45.342337,0,Waterloo Elementary School,Eastern Townships,5 Rue Clark Hill,Waterloo,Québec,J0E 2N0,Plafond Mur  Plancher. Isolant Mécanique,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.342337","-72.513278",J0E 2N0,Plafond Mur  Plancher. Isolant Mécanique,LSST RSST et CSTC,Établissement scolaire
-71.88918,45.273243,0,La Passerelle,de la Région Sherbrooke,430 Rue Du Couvent,Waterville,Québec,J0B 3H0,Mur ciment platre  et/ou texturé et au plafond,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.273243","-71.889180",J0B 3H0,Mur ciment platre  et/ou texturé et au plafond,LSST RSST et CSTC,Établissement scolaire
-71.465261,45.701474,0,Notre-Dame Du-Sacré-Cœur,des Hauts-Cantons,211 Rue Saint-Janvier,Weedon,Québec,J0B 3J0,Murs plafonds,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.701474","-71.465261",J0B 3J0,Murs plafonds,LSST RSST et CSTC,Établissement scolaire
-73.608779,45.48328,0,Roslyn,English-Montréal,4699 Avenue Westmount,Wesmount,Québec,H3Y 1X5,Plafond Calorifuge Plancher,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.483280","-73.608779",H3Y 1X5,Plafond Calorifuge Plancher,LSST RSST et CSTC,Établissement scolaire
-73.590059,45.483781,0,Westmount High,English-Montréal,4350 Rue Sainte-Catherine Ouest,Wesmount,Québec,H3Z 1R1,Plafond Calorifuge Plancher,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.483781","-73.590059",H3Z 1R1,Plafond Calorifuge Plancher,LSST RSST et CSTC,Établissement scolaire
-71.996921,45.57459,0,Du Tournesol,des Affluents,250 Rue Saint-Georges,Windsor,Québec,J1S 1K4,Plancher (tuile de vinyle) et calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.574590","-71.996921",J1S 1K4,Plancher (tuile de vinyle) et calorifuge,LSST RSST et CSTC,Établissement scolaire
-72.833018,46.281324,0,École Omer-Jules-Désaulniers,du Chemin-du-Roy,450 Rue Sainte-Anne,Yamachiche,Québec,G0X 3L0,Planchers Murs,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.281324","-72.833018",G0X 3L0,Planchers Murs,LSST RSST et CSTC,Établissement scolaire
-72.914488,46.008889,0,St-Gabriel De Yamaska,de Sorel-Tracy,147 Rue Principale,Yamaska,Québec,J0G 1W0,mur crépi de ciment -plancher-conduit-vermiculite entretoit-tuyauterie,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.008889","-72.914488",J0G 1W0,mur crépi de ciment -plancher-conduit-vermiculite entretoit-tuyauterie,LSST RSST et CSTC,Établissement scolaire
-72.914488,46.008889,0,Yamaska,de Sorel-Tracy,147 Rue Principale,Yamaska,Québec,J0G 1W0,mur crépi de ciment et platre de ciment-plancher-conduit-,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.008889","-72.914488",J0G 1W0,mur crépi de ciment et platre de ciment-plancher-conduit-,LSST RSST et CSTC,Établissement scolaire
-72.858278,45.95541,0,École Monseigneur-Brunault,de Sorel-Tracy,25 Rivière David rue,Saint-David,Québec,J0G 1L0,,Demande d'information MEQ (2024),,Établissement scolaire,"45.955410","-72.858278",J0G 1L0,,,Établissement scolaire
-73.062618,46.05681,0,École Sainte-Anne-les-Îles,de Sorel-Tracy,581 Chem. du Chenal-du-Moine,Sainte-Anne-de-Sorel,Québec,J3P 1V8,,Demande d'information MEQ (2024),,Établissement scolaire,"46.056810","-73.062618",J3P 1V8,,,Établissement scolaire
-73.604802,45.435143,0,Édifice Principal,Cégep André-Laurendeau,1111 Rue Lapierre,LaSalle,Québec,H8N 2J4,Murs plafonds planchers et isolants conduits ventilation,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.435143","-73.604802",H8N 2J4,Murs plafonds planchers et isolants conduits ventilation,LSST RSST et CSTC,Établissement scolaire
-73.645048,45.551992,0,Collège Ahuntsic,Cégep d'Ahuntsic,9155 Rue St-Hubert,Montreal,Québec,H2M 1Y8,Murs plafonds et isolants conduits ventilation,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.551992","-73.645048",H2M 1Y8,Murs plafonds et isolants conduits ventilation,LSST RSST et CSTC,Établissement scolaire
-71.654957,48.544282,0,Pavillon Curé-Lavoie,Cégep d'Alma,675 Bd Auger O,Alma,Québec,G8B 2B7,Tout,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"48.544282","-71.654957",G8B 2B7,Tout,LSST RSST et CSTC,Établissement scolaire
-71.654957,48.544282,0,Pavillon Principal,Cégep d'Alma,675 Bd Auger O,Alma,Québec,G8B 2B7,Calorifuge et planchers,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"48.544282","-71.654957",G8B 2B7,Calorifuge et planchers,LSST RSST et CSTC,Établissement scolaire
-68.259029,49.186735,0,Cégep,Cégep de Baie-Comeau,537 Bd Blanche,Baie-Comeau,Québec,G5C 2B2,Calorifuge murs planchers et plafonds,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"49.186735","-68.259029",G5C 2B2,Calorifuge murs planchers et plafonds,LSST RSST et CSTC,Établissement scolaire
-70.669616,46.125618,0,Organisme Principal,Cégep de Beauce-Appalaches,1055 116E Rue,Saint-Georges,Québec,G5Y 3G1,Murs plafonds et isolants conduits tuyauterie,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.125618","-70.669616",G5Y 3G1,Murs plafonds et isolants conduits tuyauterie,LSST RSST et CSTC,Établissement scolaire
-70.669616,46.125618,0,Pavillon Des Filles,Cégep de Beauce-Appalaches,1055 116E Rue,Saint-Georges,Québec,G5Y 3G1,Isolants conduits tuyauterie,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.125618","-70.669616",G5Y 3G1,Isolants conduits tuyauterie,LSST RSST et CSTC,Établissement scolaire
-73.674766,45.537204,0,Édifice Ignace-Bourget,Cégep de Bois-de-Boulogne,10500 Ave de Bois-de-Boulogne,Montréal,Québec,H4N 1L3,Réservoir murs plafonds planchers et isolants conduits tuyauterie,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.537204","-73.674766",H4N 1L3,Réservoir murs plafonds planchers et isolants conduits tuyauterie,LSST RSST et CSTC,Établissement scolaire
-73.676566,45.537352,0,Pavillon Saint-Paul,Cégep de Bois-de-Boulogne,10555 Ave de Bois-de-Boulogne,Montréal,Québec,H4N 1L3,Calorifuge chaudière murs plafonds planchers et isolants conduits tuyauterie,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.537352","-73.676566",H4N 1L3,Calorifuge chaudière murs plafonds planchers et isolants conduits tuyauterie,LSST RSST et CSTC,Établissement scolaire
-71.051907,48.425358,0,Cégep de Chicoutimi,Cégep de Chicoutimi,534 Rue Jacques-Cartier E,Chicoutimi,Québec,G7H 1Z6,Murs plafonds planchers et isolants conduits tuyauterie et ventilation,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"48.425358","-71.051907",G7H 1Z6,Murs plafonds planchers et isolants conduits tuyauterie et ventilation,LSST RSST et CSTC,Établissement scolaire
-72.506716,45.874513,0,Cégep De Drummondville,Cégep de Drummondville,960 Rue Saint-Georges,Drummonville,Québec,J2C 6A2,Tuyauterie planchers,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.874513","-72.506716",J2C 6A2,Tuyauterie planchers,LSST RSST et CSTC,Établissement scolaire
-72.733153,45.402952,0,Centre De Service Aux Entreprises,Cégep de Granby,385 Rue Principale,Granby,Québec,J2G 8E4,"Conduite irrégulière (pâte cimentaire); peu endommagé",Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.402952","-72.733153",J2G 8E4,"Conduite irrégulière (pâte cimentaire); peu endommagé",LSST RSST et CSTC,Établissement scolaire
-72.729645,45.398475,0,Pavillon Principal,Cégep de Granby,235 Rue Saint-Jacques,Granby,Québec,J2G 3N1,"Conduite irrégulière (pâte cimentaire) plancher (tuile vinyle) mur (plâtre) plafond (crépi- plâtre) et extérieur (panneau fibrociment). Quelques murs et plafonds très endommagés
mais la plupart intact",Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.398475","-72.729645",J2G 3N1,Conduite irrégulière (pâte cimentaire) plancher (tuile vinyle) mur (plâtre) plafond (crépi- plâtre) et extérieur (panneau fibrociment). Quelques murs et plafonds très endommagés,LSST RSST et CSTC,Établissement scolaire
-71.249273,48.404894,0,Cégep de Jonquière - Pavillon Gérard-Arguin,Cégep de Jonquière,2505 Rue St-Hubert,Jonquière,Québec,G7X 7W2,Murs plafonds planchers élément mécanique et isolants conduits tuyauterie et ventilation,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"48.404894","-71.249273",G7X 7W2,Murs plafonds planchers élément mécanique et isolants conduits tuyauterie et ventilation,LSST RSST et CSTC,Établissement scolaire
-71.243782,48.403785,0,Lionel-Gaudreau,Cégep de Jonquière,54 Rue Panet,Jonquière,Québec,G7X 3W1,Plafonds planchers et isolants conduits tuyauterie,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"48.403785","-71.243782",G7X 3W1,Plafonds planchers et isolants conduits tuyauterie,LSST RSST et CSTC,Établissement scolaire
-71.246096,48.407106,0,Maniciouagan,Cégep de Jonquière,3791 Rue De La Fabrique,Jonquière,Québec,G7X 7W2,Murs plafonds planchers et isolants conduits tuyauterie,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"48.407106","-71.246096",G7X 7W2,Murs plafonds planchers et isolants conduits tuyauterie,LSST RSST et CSTC,Établissement scolaire
-71.245412,48.406915,0,Pavillon Joseph-Angers,Cégep de Jonquière,Saguenay,Jonquière,Québec,G7X 3P3,Plafonds et isolants conduits tuyauterie et ventilation,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"48.406915","-71.245412",G7X 3P3,Plafonds et isolants conduits tuyauterie et ventilation,LSST RSST et CSTC,Établissement scolaire
-71.246049,48.403691,0,Piekouagami,Cégep de Jonquière,3780 Rue Mgr Bégin,Jonquière,Québec,G7X 3T7,Murs plafonds et isolants conduits tuyauterie,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"48.403691","-71.246049",G7X 3T7,Murs plafonds et isolants conduits tuyauterie,LSST RSST et CSTC,Établissement scolaire
-71.249273,48.404894,0,Saguenay,Cégep de Jonquière,2505 Rue St-Hubert,Jonquière,Québec,G7X 7W2,Murs,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"48.404894","-71.249273",G7X 7W2,Murs,LSST RSST et CSTC,Établissement scolaire
-70.143099,47.634037,0,Centre D'Études Collégiales En Charlevoix,Cégep de Jonquière,855 Rue Richelieu,La Malbaie,Québec,G5A 2X7,Murs,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"47.634037","-70.143099",G5A 2X7,Murs,LSST RSST et CSTC,Établissement scolaire
-79.007728,48.227396,0,Édifice Principal,Cégep de l'Abitibi-Témiscamingue,425 Boul. Du Collège,Rouyn-Noranda,Québec,J9X 5E5,Calorifuge murs planchers plafonds et  murs extérieurs,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"48.227396","-79.007728",J9X 5E5,Calorifuge murs planchers plafonds et  murs extérieurs,LSST RSST et CSTC,Établissement scolaire
-77.786544,48.100049,0,Campus De Val-D'Or,Cégep de l'Abitibi-Témiscamingue,675 1Re Avenue,Val-d'Or,Québec,J9P 1Y3,Murs plafonds et planchers,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"48.100049","-77.786544",J9P 1Y3,Murs plafonds et planchers,LSST RSST et CSTC,Établissement scolaire
-75.767039,45.459379,0,Campus Gabrielle-Roy,Cégep de l'Outaouais,333 Bd De La Cité-Des-Jeunes,Gatineau,Québec,J8Y 6M4,Murs plafonds planchers élément mécanique et isolants conduits,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.459379","-75.767039",J8Y 6M4,Murs plafonds planchers élément mécanique et isolants conduits,LSST RSST et CSTC,Établissement scolaire
-75.713306,45.437399,0,Campus Louis Reboul,Cégep de l'Outaouais,125 Bd Sacré-Coeur,Gatineau,Québec,J8X 1C5,Murs et plafonds,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.437399","-75.713306",J8X 1C5,Murs et plafonds,LSST RSST et CSTC,Établissement scolaire
-66.109351,48.101351,0,Centre De Carleton,Cégep de la Gaspésie et des Îles,776 Bd Perron,Carleton-sur-Mer,Québec,G0C 1J0,Mur et plafond,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"48.101351","-66.109351",G0C 1J0,Mur et plafond,LSST RSST et CSTC,Établissement scolaire
-64.483686,48.831825,0,Complexe Sportif,Cégep de la Gaspésie et des Îles,96 Rue Jacques Cartier,Gaspé,Québec,G4X 2S8,Conduite,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"48.831825","-64.483686",G4X 2S8,Conduite,LSST RSST et CSTC,Établissement scolaire
-64.483686,48.831825,0,Pavillon Polytehcniques,Cégep de la Gaspésie et des Îles,96 Jacques-Cartier,Gaspé,Québec,G4X 2S8,Mur conduite et élément mécanique,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"48.831825","-64.483686",G4X 2S8,Mur conduite et élément mécanique,LSST RSST et CSTC,Établissement scolaire
-64.483686,48.831825,0,Pavillon René-Lévesque,Cégep de la Gaspésie et des Îles,96 Rue Jacques Cartier,Gaspé,Québec,G4X 2S8,Mur plafond et conduite,Rapport 351 BAPE 2020,LSST RSST et CSTC*,Établissement scolaire,"48.831825","-64.483686",G4X 2S8,Mur plafond et conduite,LSST RSST et CSTC*,Établissement scolaire
-64.483458,48.831933,0,Résidences Des Étudiants,Cégep de la Gaspésie et des Îles,94 Rue Jacques-Cartier,Gaspé,Québec,G4X 2P6,Mur et conduite,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"48.831933","-64.483458",G4X 2P6,Mur et conduite,LSST RSST et CSTC,Établissement scolaire
-64.490413,48.396102,0,École Des Pêches Et De L'Aquaculture,Cégep de la Gaspésie et des Îles,167 Grande-Allée Est,Grande-Rivière,Québec,G0C 1V0,Conduite,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"48.396102","-64.490413",G0C 1V0,Conduite,LSST RSST et CSTC,Établissement scolaire
-70.351018,47.105428,0,Cégep De La Pocatière,Cégep de La Pocatière,140 4e Avenue Painchaud,La Pocatière,Québec,G0R 1Z0,"Calorifuge murs plafonds planchers murs extérieurs et isolants conduits tuyauterie et
ventilation",Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"47.105428","-70.351018",G0R 1Z0,Calorifuge murs plafonds planchers murs extérieurs et isolants conduits tuyauterie et,LSST RSST et CSTC,Établissement scolaire
-71.15262,46.81626,0,Bâtiment Principal,Cégep de Lévis-Lauzon,205 Rue Monseigneur-Bourget,Lévis,Québec,G6V 6Z9,Murs plafonds planchers élément mécanique et isolants conduits tuyauterie et ventilation,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.816260","-71.152620",G6V 6Z9,Murs plafonds planchers élément mécanique et isolants conduits tuyauterie et ventilation,LSST RSST et CSTC,Établissement scolaire
-71.15262,46.81626,0,Serre,Cégep de Lévis-Lauzon,205 Route Mgr Bourget,Lévis,Québec,G6V 6Z9,Mur,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.816260","-71.152620",G6V 6Z9,Mur,LSST RSST et CSTC,Établissement scolaire
-73.555049,45.549854,0,Collège De Maisonneuve,Cégep de Maisonneuve,3800 R. Sherbrooke E,Montréal,Québec,H1X 2A2,Murs plafonds planchers et isolants conduits ventilation et tuyauterie,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.549854","-73.555049",H1X 2A2,Murs plafonds planchers et isolants conduits ventilation et tuyauterie,LSST RSST et CSTC,Établissement scolaire
-73.545097,45.579336,0,Institut Des Procédés Industriels,Cégep de Maisonneuve,6220 Rue Sherbrooke Est,Montréal,Québec,HIN 1C1,Murs plafonds planchers et isolants conduits ventilation,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.579336","-73.545097",HIN 1C1,Murs plafonds planchers et isolants conduits ventilation,LSST RSST et CSTC,Établissement scolaire
-67.496511,48.838245,0,Édifice Principal,Cégep de Matane,616 Avenue St Rédempteur,Matane,Québec,G4W 1L1,Murs plafonds planchers élément mécanique et isolants conduits tuyauterie,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"48.838245","-67.496511",G4W 1L1,Murs plafonds planchers élément mécanique et isolants conduits tuyauterie,LSST RSST et CSTC,Établissement scolaire
-67.429293,48.466893,0,Cmec À Amqui,Cégep de Rimouski,92 Rue Desbiens,Amqui,Québec,G5J 3P6,Murs murs extérieurs plafonds planchers et isolants de conduits tuyauterie,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"48.466893","-67.429293",G5J 3P6,Murs murs extérieurs plafonds planchers et isolants de conduits tuyauterie,LSST RSST et CSTC,Établissement scolaire
-68.526974,48.446895,0,Cégep De Rimouski,Cégep de Rimouski,60 Rue De L'Évêché O,Rimouski,Québec,G5L 4H6,Murs murs extérieurs plafonds et isolants de conduits tuyauterie,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"48.446895","-68.526974",G5L 4H6,Murs murs extérieurs plafonds et isolants de conduits tuyauterie,LSST RSST et CSTC,Établissement scolaire
-68.530038,48.450316,0,Imq À Rimouski,Cégep de Rimouski,53 Rue St Germain O,Rimouski,Québec,G5L 4B4,Murs murs extérieurs plafonds et isolants de conduits tuyauterie,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"48.450316","-68.530038",G5L 4B4,Murs murs extérieurs plafonds et isolants de conduits tuyauterie,LSST RSST et CSTC,Établissement scolaire
-68.530038,48.450316,0,Imq Cfmu (3 Bâtiments),Cégep de Rimouski,53 Rue Saint-Germain O,Rimouski,Québec,G5L 4B4,Plancher,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"48.450316","-68.530038",G5L 4B4,Plancher,LSST RSST et CSTC,Établissement scolaire
-68.524595,48.444399,0,Résidences,Cégep de Rimouski,320 Av. Saint-Louis,Rimouski,Québec,G5L 5R5,Plafonds planchers et isolants de conduits tuyauterie,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"48.444399","-68.524595",G5L 5R5,Plafonds planchers et isolants de conduits tuyauterie,LSST RSST et CSTC,Établissement scolaire
-69.539923,47.824899,0,L'Édifice Principal,Cégep de Rivière-du-Loup,80 Rue Frontenac,Rivière-du-Loup,Québec,G5R 1R1,Murs murs extérieurs plafonds planchers et isolants de conduits,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"47.824899","-69.539923",G5R 1R1,Murs murs extérieurs plafonds planchers et isolants de conduits,LSST RSST et CSTC,Établissement scolaire
-73.58333,45.558318,0,Édifice Principal,Cégep de Rosemont,6400 16E Avenue,Montréal,Québec,H1X 2S9,Murs plafonds planchers et isolants conduits,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.558318","-73.583330",H1X 2S9,Murs plafonds planchers et isolants conduits,LSST RSST et CSTC,Établissement scolaire
-74.001109,45.779317,0,Cégep De Saint-Jérôme,Cégep de Saint-Jérôme,455 Rue Fournier,Saint-Jérome,Québec,J7Z 4V2,Plafonds tuyauterie planchers murs,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.779317","-74.001109",J7Z 4V2,Plafonds tuyauterie planchers murs,LSST RSST et CSTC,Établissement scolaire
-71.284535,46.785212,0,Cégep De Sainte-Foy,Cégep de Sainte-Foy,2410 Chemin Ste-Foy,Québec,Québec,G1V 1T3,Tuyauterie murs plafondsplanchers mécanique,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.785212","-71.284535",G1V 1T3,Tuyauterie murs plafondsplanchers mécanique,LSST RSST et CSTC,Établissement scolaire
-71.285492,46.784892,0,Cerfo,Cégep de Sainte-Foy,2440 Ch Ste-Foy,Québec,Québec,G1V 1T2,Murs planchers,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.784892","-71.285492",G1V 1T2,Murs planchers,LSST RSST et CSTC,Établissement scolaire
-71.276316,46.7872,0,Maison Brophy,Cégep de Sainte-Foy,2241 Chemin Sainte-Foy,Québec,Québec,G1V 0A6,Murs,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.787200","-71.276316",G1V 0A6,Murs,LSST RSST et CSTC,Établissement scolaire
-66.350759,50.22729,0,Édifice Principal,Cégep de Sept-Îles,175 Rue De La Vérendrye,Sept-Îles,Québec,G4R 5B7,Planchers et panneaux,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"50.227290","-66.350759",G4R 5B7,Planchers et panneaux,LSST RSST et CSTC,Établissement scolaire
-71.886033,45.407551,0,Pavillo0 10 - Techniques Policières Et Cerefs,Cégep de Sherbrooke,200 Rue Kennedy N,Sherbrooke,Québec,J1E 2E7,Isolants murs plafonds,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.407551","-71.886033",J1E 2E7,Isolants murs plafonds,LSST RSST et CSTC,Établissement scolaire
-71.883654,45.409595,0,Pavillon 1 - Centre De L'Activité Physique,Cégep de Sherbrooke,355 Rue Du Cégep,Sherbrooke,Québec,J1E 3X7,Isolants murs plafonds,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.409595","-71.883654",J1E 3X7,Isolants murs plafonds,LSST RSST et CSTC,Établissement scolaire
-71.884021,45.410062,0,Cégep de Sherbrooke - Pavillon 2,Cégep de Sherbrooke,375 Rue Du Cégep,Sherbrooke,Québec,J1E 3X7,Isolants,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.410062","-71.884021",J1E 3X7,Isolants,LSST RSST et CSTC,Établissement scolaire
-71.888436,45.410831,0,Cégep de Sherbrooke - Pavillon 3,,,,,,,,,,,,,,,
-71.887191,45.409113,0,Pavillon 4 - Pavillon Des Arts Et Des Langues,Cégep de Sherbrooke,310 Rue Kennedy N,Sherbrooke,Québec,J1G 2H9,Isolants murs plafonds,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.409113","-71.887191",J1G 2H9,Isolants murs plafonds,LSST RSST et CSTC,Établissement scolaire
-71.88651,45.412193,0,Cégep de Sherbrooke - Pavillon 5,Cégep de Sherbrooke,475 Rue Du Cégep,Sherbrooke,Québec,J1E 4K1,Isolants murs plafonds,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.412193","-71.886510",J1E 4K1,Isolants murs plafonds,LSST RSST et CSTC,Établissement scolaire
-71.887627,45.411404,0,Cégep de Sherbrooke - Pavillon 6,Cégep de Sherbrooke,240 Rue Terrill,Sherbrooke,Québec,J1E 3B1,Isolants murs plafonds,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.411404","-71.887627",J1E 3B1,Isolants murs plafonds,LSST RSST et CSTC,Établissement scolaire
